# created: Mon Mar  6 00:50:10 UTC 2023
# script: dump_operator_info
NAME                                                 NAMESPACE                                   CATALOG_SOURCE        SOURCE_NAMESPACE        DEFAULT_CHANNEL                      CHANNELS                                                                                                                                                                      NS_OWN   NS_SINGLE   NS_MULTI   NS_ALL   DISPLAY_NAME
k8s-triliovault                                      trilio-system                               certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        false    false       false      true     TrilioVault for Kubernetes
k8s-triliovault-ibm                                  <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        true       true     TrilioVault for Kubernetes
k8s-triliovault-rhmp                                 <none>                                      redhat-marketplace    openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        true       true     TrilioVault for Kubernetes
k10-kasten-operator-paygo-rhmp                       kasten-io                                   redhat-marketplace    openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    Kasten K10 (Enterprise - PAYGO)
k10-kasten-operator-rhmp                             kasten-io                                   redhat-marketplace    openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    Kasten K10 (Free)
k10-kasten-operator-term-rhmp                        kasten-io                                   redhat-marketplace    openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    Kasten K10 (Enterprise - Term)
keda                                                 keda                                        community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     [DEPRECATED] KEDA
keepalived-operator                                  keepalived-operator                         community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Keepalived Operator
kepler-operator                                      <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Kepler
keycloak-operator                                    <none>                                      community-operators   openshift-marketplace   fast                                 alpha,candidate,fast                                                                                                                                                          true     true        false      false    Keycloak Operator
kiali                                                <none>                                      community-operators   openshift-marketplace   stable                               alpha,stable                                                                                                                                                                  false    false       false      true     Kiali Operator
kiali-ossm                                           <none>                                      redhat-operators      openshift-marketplace   stable                               stable                                                                                                                                                                        false    false       false      true     Kiali Operator
klusterlet                                           <none>                                      community-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      true     Klusterlet
klusterlet-product                                   <none>                                      redhat-operators      openshift-marketplace   stable-2.2                           backplane-2.0,stable-2.1,stable-2.2                                                                                                                                           true     true        false      true     Klusterlet
kogito-operator                                      <none>                                      community-operators   openshift-marketplace   1.x                                  1.x,alpha                                                                                                                                                                     false    false       false      true     Kogito
koku-metrics-operator                                koku-metrics-operator                       community-operators   openshift-marketplace   beta                                 alpha,beta                                                                                                                                                                    true     true        false      false    Koku Metrics Operator
kong-gateway-operator                                kong-system                                 certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Kong Gateway Operator
kong-offline-operator                                <none>                                      certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        false      true     Kong Operator
kong-operator-rhmp                                   <none>                                      redhat-marketplace    openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        false      true     Kong Operator
kove-operator                                        kove-operator-system                        certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        false    false       false      true     Kove External Memory Operator
kuadrant-operator                                    <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Kuadrant Operator
kube-green                                           <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     kube-green
kubecost                                             <none>                                      community-operators   openshift-marketplace   1.97.0                               1.97.0,1.99.0                                                                                                                                                                 false    false       false      true     Kubecost
kubemq-operator-marketplace                          <none>                                      certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        true       false    Kubemq Enterprise Operator
kubemq-operator-marketplace-rhmp                     <none>                                      redhat-marketplace    openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        true       false    Kubemq Enterprise Operator
kubernetes-imagepuller-operator                      <none>                                      community-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        false    false       false      true     Kubernetes Image Puller Operator
kubernetes-nmstate-operator                          openshift-nmstate                           redhat-operators      openshift-marketplace   stable                               4.10,stable                                                                                                                                                                   true     true        false      false    Kubernetes NMState Operator
kubeturbo                                            <none>                                      community-operators   openshift-marketplace   stable                               beta,stable,v8.4.0,v8.5.0,v8.6.0                                                                                                                                              true     true        false      false    Kubeturbo Operator
kubeturbo-certified                                  <none>                                      certified-operators   openshift-marketplace   stable                               beta,stable                                                                                                                                                                   true     true        false      false    Kubeturbo Operator
kubeturbo-certified-rhmp                             <none>                                      redhat-marketplace    openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    Kubeturbo Operator
kubevious-operator                                   kubevious                                   certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        true       true     Kubevious
kubevirt-hyperconverged                              openshift-cnv                               redhat-operators      openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    OpenShift Virtualization
l5-operator                                          <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        false      true     L5 Operator
lbconfig-operator                                    <none>                                      community-operators   openshift-marketplace   beta                                 beta                                                                                                                                                                          true     true        false      false    External Load-Balancer Configuration Operator
lenovo-locd-operator                                 <none>                                      certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     lenovo-locd-operator
lib-bucket-provisioner                               <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        true       true     lib-bucket-provisioner
lightbits-operator                                   <none>                                      certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        false      true     Lightbits Operator
limitador-operator                                   <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Limitador
linstor-operator-rhmp                                <none>                                      redhat-marketplace    openshift-marketplace   stable                               alpha,stable                                                                                                                                                                  true     false       false      false    Linstor Operator
local-storage-operator                               openshift-local-storage                     redhat-operators      openshift-marketplace   stable                               4.10,stable                                                                                                                                                                   true     true        false      false    Local Storage
logging-operator                                     <none>                                      community-operators   openshift-marketplace   beta                                 beta                                                                                                                                                                          true     true        true       true     Logging Operator
loki-operator                                        openshift-operators-redhat                  redhat-operators      openshift-marketplace   stable                               candidate,stable,stable-5.5,stable-5.6                                                                                                                                        true     false       false      true     Loki Operator
loki-operator                                        <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Community Loki Operator
lunaclient-helm-operator                             <none>                                      certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Thales_Luna_Operator
machine-deletion-operator                            <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Machine Deletion Operator
maistraoperator                                      <none>                                      community-operators   openshift-marketplace   stable                               2.1,stable                                                                                                                                                                    false    false       false      true     Maistra Service Mesh
mariadb-operator                                     <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        true       true     MariaDB Operator
marin3r                                              <none>                                      community-operators   openshift-marketplace   stable                               alpha,stable                                                                                                                                                                  true     true        true       true     MARIN3R
marketplace-games-operator                           <none>                                      certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Arcade Operator
marketplace-games-operator-rhmp                      <none>                                      redhat-marketplace    openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Arcade Operator
mcg-operator                                         <none>                                      redhat-operators      openshift-marketplace   stable-4.10                          stable-4.10,stable-4.9                                                                                                                                                        true     false       false      false    NooBaa Operator
memcached-operator-ogaye                             <none>                                      certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     memcached-operator-ogaye
memory-machine-operator                              <none>                                      certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Memory Machine Operator
mercury-operator                                     <none>                                      community-operators   openshift-marketplace   1.0.x                                1.0.x,dev,stable                                                                                                                                                              true     true        true       true     Mercury Operator
metallb-operator                                     <none>                                      redhat-operators      openshift-marketplace   stable                               4.10,stable                                                                                                                                                                   true     true        false      false    MetalLB Operator
microcks                                             <none>                                      community-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    Microcks Operator
minio-operator                                       <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        false    false       false      true     Minio Operator
minio-operator-rhmp                                  <none>                                      redhat-marketplace    openshift-marketplace   stable                               stable                                                                                                                                                                        false    false       false      true     Minio Operator Rhmp
model-builder-for-vision-certified                   <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    IBM Model Builder for Vision
model-builder-for-vision-certified-rhmp              <none>                                      redhat-marketplace    openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    IBM Model Builder for Vision
mongodb-atlas-kubernetes                             <none>                                      community-operators   openshift-marketplace   stable                               alpha,beta,stable                                                                                                                                                             false    false       false      true     MongoDB Atlas Operator
mongodb-atlas-kubernetes                             <none>                                      certified-operators   openshift-marketplace   stable                               beta,stable                                                                                                                                                                   true     true        false      true     MongoDB Atlas Operator
mongodb-enterprise                                   <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      true     MongoDB Enterprise Operator
mongodb-operator                                     <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        true       true     MongoDB Operator
mta-operator                                         openshift-mta                               redhat-operators      openshift-marketplace   stable-v6.0                          stable-v6.0                                                                                                                                                                   true     false       false      false    Migration Toolkit for Applications Operator
mtc-operator                                         openshift-migration                         redhat-operators      openshift-marketplace   release-v1.7                         release-v1.7                                                                                                                                                                  true     false       false      false    Migration Toolkit for Containers Operator
mtr-operator                                         mtr                                         redhat-operators      openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        false      false    Migration Toolkit for Runtimes Operator
mtv-operator                                         openshift-mtv                               redhat-operators      openshift-marketplace   release-v2.3                         release-v2.1.0,release-v2.2.0,release-v2.3,release-v2.3.0                                                                                                                     true     false       false      false    Migration Toolkit for Virtualization Operator
multi-nic-cni-operator                               <none>                                      community-operators   openshift-marketplace   stable                               alpha,stable                                                                                                                                                                  false    false       false      true     multi-nic-cni-operator
multicluster-engine                                  multicluster-engine                         redhat-operators      openshift-marketplace   stable-2.2                           stable-2.0,stable-2.1,stable-2.2                                                                                                                                              true     false       false      false    multicluster engine for Kubernetes
multicluster-global-hub-operator                     open-cluster-management                     community-operators   openshift-marketplace   release-2.7                          prerelease-2.8,release-2.6,release-2.7                                                                                                                                        true     true        false      false    Multicluster Global Hub Operator
multicluster-operators-subscription                  <none>                                      community-operators   openshift-marketplace   release-2.5                          release-2.3,release-2.4,release-2.5,release-2.6                                                                                                                               true     true        false      false    Multicluster Subscription Operator
must-gather-operator                                 global-load-balancer-operator               community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Must Gather Operator
namespace-configuration-operator                     namespace-configuration-operator            community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Namespace Configuration Operator
ndmspc-operator                                      <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     NdmSpc operator
netobserv-operator                                   <none>                                      redhat-operators      openshift-marketplace   v1.0.x                               v1.0.x                                                                                                                                                                        true     false       false      true     Network observability
netobserv-operator                                   <none>                                      community-operators   openshift-marketplace   latest                               latest,v0.2.x,v1.0.x                                                                                                                                                          false    false       false      true     NetObserv Operator
neuvector-certified-operator                         <none>                                      certified-operators   openshift-marketplace   beta                                 beta                                                                                                                                                                          true     true        false      true     NeuVector Operator
neuvector-certified-operator-rhmp                    <none>                                      redhat-marketplace    openshift-marketplace   beta                                 beta                                                                                                                                                                          true     true        false      true     NeuVector Operator
neuvector-community-operator                         <none>                                      community-operators   openshift-marketplace   beta                                 beta                                                                                                                                                                          true     true        false      true     NeuVector Operator
nexus-operator-m88i                                  <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        true       true     Nexus Operator
nfd                                                  openshift-nfd                               redhat-operators      openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      true     Node Feature Discovery Operator
nfs-provisioner-operator                             <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     false       false      true     NFS Provisioner Operator
nginx-ingress-operator                               nginx-ingress                               certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        true       true     Nginx Ingress Operator
nlp-server                                           <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     nlp-server
node-healthcheck-operator                            <none>                                      redhat-operators      openshift-marketplace   candidate                            alpha,candidate                                                                                                                                                               false    false       false      true     Node Health Check Operator
node-healthcheck-operator                            <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Node Health Check Operator
node-maintenance-operator                            <none>                                      redhat-operators      openshift-marketplace   stable                               stable                                                                                                                                                                        false    false       false      true     Node Maintenance Operator
node-maintenance-operator                            <none>                                      community-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        false    false       false      true     Node Maintenance Operator
nspc-operator                                        <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    NEC Storage Plug-in for Containers
numaresources-operator                               <none>                                      redhat-operators      openshift-marketplace   4.10                                 4.10                                                                                                                                                                          true     true        false      false    numaresources-operator
nutanixcsioperator                                   openshift-cluster-csi-drivers               certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    Nutanix CSI Operator
nvidia-network-operator                              nvidia-network-operator                     certified-operators   openshift-marketplace   v23.1.0                              1.2.0,v1.2.1,v1.3.0,v1.4.0,v23.1.0                                                                                                                                            true     true        false      false    NVIDIA Network Operator
nxiq-operator-certified                              <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      true     Nexus IQ Operator
nxrm-operator-certified                              <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      true     Nexus Repository Operator
oadp-operator                                        openshift-adp                               community-operators   openshift-marketplace   stable                               beta,stable                                                                                                                                                                   true     false       false      false    OADP Operator
ocs-operator                                         openshift-storage                           redhat-operators      openshift-marketplace   stable-4.10                          stable-4.10,stable-4.9                                                                                                                                                        true     true        false      false    OpenShift Container Storage
odf-csi-addons-operator                              <none>                                      redhat-operators      openshift-marketplace   stable-4.10                          stable-4.10                                                                                                                                                                   true     false       false      true     CSI Addons
odf-lvm-operator                                     openshift-storage                           redhat-operators      openshift-marketplace   stable-4.10                          stable-4.10                                                                                                                                                                   true     true        false      false    ODF LVM Operator
odf-multicluster-orchestrator                        <none>                                      redhat-operators      openshift-marketplace   stable-4.10                          stable-4.10,stable-4.9                                                                                                                                                        false    false       false      true     ODF Multicluster Orchestrator
odf-operator                                         openshift-storage                           redhat-operators      openshift-marketplace   stable-4.10                          stable-4.10,stable-4.9                                                                                                                                                        true     true        false      false    OpenShift Data Foundation
odoo-operator                                        <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        false      false    Odoo Operator
odr-cluster-operator                                 openshift-dr-system                         redhat-operators      openshift-marketplace   stable-4.10                          stable-4.10,stable-4.9                                                                                                                                                        false    false       false      true     Openshift DR Cluster Operator
odr-hub-operator                                     openshift-dr-system                         redhat-operators      openshift-marketplace   stable-4.10                          stable-4.10,stable-4.9                                                                                                                                                        false    false       false      true     Openshift DR Hub Operator
open-liberty-certified                               <none>                                      certified-operators   openshift-marketplace   beta2                                beta2                                                                                                                                                                         true     true        false      true     Open Liberty
opendatahub-operator                                 <none>                                      community-operators   openshift-marketplace   stable                               rolling,stable                                                                                                                                                                false    false       false      true     Open Data Hub Operator
openebs                                              <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        false      true     OpenEBS
openshift-cert-manager-operator                      openshift-cert-manager-operator             redhat-operators      openshift-marketplace   tech-preview                         tech-preview                                                                                                                                                                  false    false       false      true     cert-manager Operator for Red Hat OpenShift
